,satisfaction_level,last_evaluation_score,project_count,average_monthly_hours,years_of_working,workplace_acciedent_count,employment_status,promotion_last_5years,department,salary_range,Score_variance
2812,0.37,0.43,2,155,2,0,0,0,IT,low,0.06
2813,0.9,0.98,4,257,3,0,0,0,IT,low,0.07999999999999996
2814,0.68,0.41,4,254,5,0,0,0,product_mng,low,-0.2700000000000001
2815,0.93,0.63,4,143,3,1,0,0,product_mng,low,-0.30000000000000004
2816,0.95,0.45,3,225,2,0,0,0,product_mng,low,-0.49999999999999994
2817,0.99,1.0,4,223,2,1,0,0,product_mng,low,0.010000000000000009
2820,0.92,0.54,5,141,2,0,0,0,RandD,low,-0.38
2821,0.22,0.52,5,147,5,1,0,0,RandD,low,0.30000000000000004
2822,0.82,0.99,5,252,3,1,0,0,RandD,low,0.17000000000000004
2823,0.75,0.89,3,196,3,0,0,0,RandD,low,0.14
2824,0.2,0.89,6,244,3,0,0,0,RandD,low,0.69
2825,0.64,0.73,3,142,3,0,0,0,marketing,low,0.08999999999999997
2826,0.62,0.9,4,155,4,0,0,0,sales,low,0.28
2827,0.73,0.59,3,219,2,0,0,0,accounting,low,-0.14
2828,0.52,0.51,3,213,4,0,0,0,support,low,-0.010000000000000009
2829,0.63,0.67,5,263,3,0,0,0,technical,medium,0.040000000000000036
2830,0.84,0.92,4,274,3,0,0,0,management,medium,0.08000000000000007
2831,0.49,0.96,3,140,3,0,0,0,marketing,medium,0.47
2832,0.54,0.78,4,176,2,0,0,0,marketing,medium,0.24
2833,0.52,0.78,4,206,2,0,0,0,marketing,medium,0.26
2836,0.54,0.64,3,250,3,0,0,0,sales,medium,0.09999999999999998
2837,0.72,0.68,5,266,4,0,0,0,sales,medium,-0.039999999999999925
2838,0.75,0.64,4,247,3,1,0,0,sales,medium,-0.10999999999999999
2839,0.77,0.57,3,189,2,0,0,0,sales,medium,-0.20000000000000007
2840,0.42,0.94,5,227,5,0,0,0,sales,medium,0.52
2841,0.13,0.69,4,127,4,0,0,0,sales,high,0.5599999999999999
2842,0.73,0.88,5,204,5,0,0,0,sales,low,0.15000000000000002
2843,0.5,0.95,5,137,3,0,0,0,sales,medium,0.44999999999999996
2844,0.92,0.62,4,265,3,1,0,0,sales,medium,-0.30000000000000004
2845,0.73,0.66,3,135,2,0,0,0,sales,medium,-0.06999999999999995
2846,0.74,0.38,2,126,3,0,0,0,sales,medium,-0.36
2847,0.76,0.78,3,189,2,0,0,0,sales,low,0.020000000000000018
2848,0.53,0.92,3,207,4,1,0,0,sales,low,0.39
2849,0.65,0.72,3,134,3,0,0,0,sales,low,0.06999999999999995
2850,0.91,0.85,4,203,2,0,0,0,sales,low,-0.06000000000000005
2851,0.69,0.76,5,222,3,1,0,0,sales,low,0.07000000000000006
2852,0.56,0.66,3,232,2,0,0,0,sales,low,0.09999999999999998
2853,0.55,0.81,4,267,5,0,0,0,accounting,low,0.26
2854,0.74,0.5,5,131,3,0,0,0,accounting,low,-0.24
2855,0.86,0.86,3,155,4,0,0,0,accounting,low,0.0
2856,0.82,0.74,3,232,3,0,0,0,hr,low,-0.07999999999999996
2857,0.35,0.8,3,137,5,0,0,0,hr,low,0.45000000000000007
2858,0.93,0.99,4,136,4,0,0,0,hr,low,0.05999999999999994
2859,0.55,0.77,3,237,2,0,0,0,hr,low,0.21999999999999997
2860,0.99,0.68,4,190,3,0,0,0,technical,low,-0.30999999999999994
2861,0.91,0.89,4,144,3,1,0,0,technical,low,-0.020000000000000018
2862,0.24,0.65,6,194,3,0,0,0,technical,low,0.41000000000000003
2863,0.77,0.67,3,186,2,0,0,0,technical,low,-0.09999999999999998
2864,0.64,0.66,3,218,3,0,0,0,technical,low,0.020000000000000018
2865,0.58,0.76,5,260,2,1,0,0,technical,low,0.18000000000000005
2866,0.65,0.99,4,200,4,0,0,0,technical,low,0.33999999999999997
2867,0.44,0.68,3,140,3,0,0,0,technical,low,0.24000000000000005
2868,0.59,0.75,2,156,3,0,0,0,technical,medium,0.16000000000000003
2869,0.99,0.56,3,193,3,1,0,0,technical,medium,-0.42999999999999994
2870,0.75,0.79,4,145,3,0,0,0,technical,medium,0.040000000000000036
2871,0.77,0.49,4,217,2,0,0,0,support,medium,-0.28
2872,0.85,0.64,4,162,3,0,0,0,support,medium,-0.20999999999999996
2873,0.77,0.93,5,182,4,0,0,0,support,medium,0.16000000000000003
2874,0.54,0.95,3,221,3,0,0,0,support,medium,0.4099999999999999
2875,0.69,0.82,4,208,2,0,0,0,support,medium,0.13
2876,0.66,0.65,5,161,3,0,0,0,support,medium,-0.010000000000000009
2877,0.51,0.65,4,269,3,0,0,0,support,medium,0.14
2878,0.74,0.59,4,155,3,0,0,0,support,medium,-0.15000000000000002
2879,0.55,0.72,3,110,3,0,0,0,support,medium,0.16999999999999993
2880,0.65,0.84,3,154,3,0,0,0,support,high,0.18999999999999995
2881,0.2,0.77,6,213,4,0,0,0,support,low,0.5700000000000001
2882,0.92,0.94,5,248,3,0,0,0,technical,medium,0.019999999999999907
2883,0.57,0.6,3,202,3,0,0,0,technical,medium,0.030000000000000027
2885,0.68,0.84,3,239,2,0,0,0,management,medium,0.15999999999999992
2886,0.97,0.7,3,203,3,0,0,0,IT,low,-0.27
2887,0.79,0.48,4,184,5,1,0,0,IT,low,-0.31000000000000005
2888,0.66,0.75,4,203,3,1,0,0,IT,low,0.08999999999999997
2889,0.96,0.69,3,214,2,1,0,0,IT,low,-0.27
2890,0.73,0.69,4,161,3,0,0,0,IT,low,-0.040000000000000036
2891,0.29,0.58,5,234,2,0,0,0,product_mng,low,0.29
2892,0.58,0.56,3,151,2,0,0,0,product_mng,low,-0.019999999999999907
2893,0.72,0.58,4,149,3,0,0,0,product_mng,low,-0.14
2894,0.94,0.87,4,240,3,0,0,0,product_mng,low,-0.06999999999999995
2895,0.48,0.56,5,140,2,0,0,0,IT,low,0.08000000000000007
2896,0.6,0.99,3,187,2,0,0,0,RandD,low,0.39
2897,0.97,0.58,5,156,2,1,0,0,RandD,low,-0.39
2898,0.74,0.41,4,250,4,0,0,0,RandD,low,-0.33
2899,0.97,0.61,3,165,2,0,0,0,RandD,low,-0.36
2900,0.88,0.67,5,260,3,1,0,0,RandD,low,-0.20999999999999996
2901,0.5,0.7,3,274,3,0,0,0,marketing,low,0.19999999999999996
2902,0.93,0.98,4,160,3,0,0,0,sales,low,0.04999999999999993
2903,0.3,0.7,5,280,4,1,0,0,accounting,low,0.39999999999999997
2904,0.69,0.53,3,142,3,0,0,0,support,low,-0.15999999999999992
2905,0.69,0.9,2,155,2,0,0,0,technical,low,0.21000000000000008
2906,0.53,0.67,4,167,2,0,0,0,management,low,0.14
2907,0.32,0.8,3,263,3,0,0,0,marketing,medium,0.48000000000000004
2908,0.73,0.75,3,259,4,0,0,0,marketing,medium,0.020000000000000018
2909,0.77,0.61,4,223,3,0,0,0,marketing,medium,-0.16000000000000003
2910,0.59,0.81,6,123,5,0,0,0,sales,medium,0.22000000000000008
2911,0.19,0.51,5,226,3,0,0,0,sales,medium,0.32
2912,0.78,0.95,3,270,2,0,0,0,sales,medium,0.16999999999999993
2913,0.84,0.74,3,139,3,0,0,0,sales,medium,-0.09999999999999998
2914,0.65,0.77,5,241,2,0,0,0,sales,medium,0.12
2916,0.12,0.47,3,258,5,0,0,0,sales,medium,0.35
2917,0.74,0.81,5,106,5,0,0,0,sales,medium,0.07000000000000006
2918,0.67,0.82,4,171,2,0,0,0,sales,medium,0.1499999999999999
2919,0.5,0.79,3,186,3,0,0,0,sales,high,0.29000000000000004
2920,0.99,0.39,6,214,5,1,0,0,sales,low,-0.6
2921,0.79,0.89,4,240,3,0,0,0,sales,medium,0.09999999999999998
2922,0.72,0.51,4,164,3,0,0,0,sales,medium,-0.20999999999999996
2923,0.83,0.57,4,232,3,0,0,0,sales,medium,-0.26
2924,0.69,0.55,5,242,2,0,0,0,sales,medium,-0.1399999999999999
2925,0.5,0.89,5,222,3,0,0,0,sales,low,0.39
2926,0.82,0.84,3,139,2,1,0,0,sales,low,0.020000000000000018
2927,0.68,0.56,4,272,3,0,0,0,sales,low,-0.12
2928,0.82,0.69,4,262,2,0,0,0,sales,low,-0.13
2929,0.32,0.81,2,249,3,0,0,0,accounting,low,0.49000000000000005
2930,0.93,0.86,4,219,3,0,0,0,accounting,low,-0.07000000000000006
2931,0.42,0.73,4,208,5,0,0,0,accounting,low,0.31
2933,0.56,0.88,3,174,3,0,0,0,hr,low,0.31999999999999995
2934,0.77,0.75,4,225,3,0,0,0,hr,low,-0.020000000000000018
2936,0.97,0.65,3,219,2,0,0,0,technical,low,-0.31999999999999995
2937,0.91,0.7,4,196,2,0,0,0,technical,low,-0.21000000000000008
2938,0.52,0.67,4,210,3,1,0,0,technical,low,0.15000000000000002
2939,0.54,0.64,2,219,3,0,0,0,technical,low,0.09999999999999998
2940,0.54,0.98,3,197,3,0,0,0,technical,low,0.43999999999999995
2942,0.72,0.85,3,186,4,0,0,0,technical,low,0.13
2943,0.68,0.51,4,224,2,0,0,0,technical,low,-0.17000000000000004
2944,0.65,0.98,3,283,2,1,0,0,technical,low,0.32999999999999996
2945,0.72,0.98,5,197,4,0,0,0,technical,low,0.26
2946,0.51,0.79,5,267,3,0,0,0,technical,medium,0.28
2947,0.8,0.58,4,172,3,0,0,0,support,medium,-0.22000000000000008
2948,0.83,0.93,4,261,2,0,0,0,support,medium,0.10000000000000009
2949,0.15,0.86,3,204,4,0,0,0,support,medium,0.71
2950,0.5,0.73,4,237,2,0,0,0,support,medium,0.22999999999999998
2951,0.8,0.55,2,212,3,0,0,0,support,medium,-0.25
2952,0.96,0.62,4,217,2,0,0,0,support,medium,-0.33999999999999997
2953,0.67,0.7,5,159,3,1,0,0,support,medium,0.029999999999999916
2954,0.98,0.96,5,139,3,0,0,0,support,medium,-0.020000000000000018
2955,0.88,0.59,5,230,3,0,0,0,support,medium,-0.29000000000000004
2956,0.85,0.79,3,157,4,0,0,0,support,medium,-0.05999999999999994
2957,0.75,0.7,5,269,3,0,0,0,support,medium,-0.050000000000000044
2958,0.38,0.77,2,170,3,0,0,0,technical,high,0.39
2959,0.55,0.82,2,197,4,0,0,0,technical,low,0.2699999999999999
2960,0.63,0.89,4,246,3,0,0,0,technical,medium,0.26
2961,0.78,0.51,4,278,3,0,0,0,management,medium,-0.27
2962,0.99,0.84,5,138,2,0,0,0,IT,medium,-0.15000000000000002
2963,0.72,0.87,3,238,3,0,0,0,IT,medium,0.15000000000000002
2965,0.81,0.67,4,216,3,0,0,0,IT,low,-0.14
2966,0.73,0.86,4,196,4,1,0,0,IT,low,0.13
2967,0.58,0.8,5,187,3,1,0,0,product_mng,low,0.22000000000000008
2968,0.24,0.85,4,155,5,0,0,0,product_mng,low,0.61
2969,0.31,0.86,3,205,5,0,0,0,product_mng,low,0.55
2970,0.74,0.63,3,230,2,0,0,0,product_mng,low,-0.10999999999999999
2971,0.86,0.69,5,157,3,0,0,0,IT,low,-0.17000000000000004
2972,0.22,0.8,4,287,4,0,0,0,RandD,low,0.5800000000000001
2973,0.66,0.7,4,161,3,0,0,0,RandD,low,0.039999999999999925
2974,0.21,0.76,5,239,2,0,0,0,RandD,low,0.55
2975,0.95,0.61,3,267,2,0,0,0,RandD,low,-0.33999999999999997
2976,0.24,0.55,5,208,5,0,0,0,RandD,low,0.31000000000000005
2977,0.66,0.95,3,133,3,0,0,0,marketing,low,0.2899999999999999
2978,0.88,0.86,3,187,3,0,0,0,marketing,low,-0.020000000000000018
2979,0.67,0.61,4,140,2,0,0,0,sales,low,-0.06000000000000005
2980,0.75,0.58,4,270,3,0,0,0,accounting,low,-0.17000000000000004
2981,0.93,0.48,3,147,3,0,0,0,support,low,-0.45000000000000007
2982,0.64,0.71,3,181,2,0,0,0,technical,low,0.06999999999999995
2983,0.51,0.53,3,156,3,0,0,0,management,low,0.020000000000000018
2984,0.98,0.5,4,207,3,0,0,0,marketing,low,-0.48
2985,0.72,0.63,4,241,4,1,0,0,marketing,medium,-0.08999999999999997
2986,0.51,0.75,4,154,3,0,0,0,marketing,medium,0.24
2987,0.54,0.58,4,206,3,0,0,0,sales,medium,0.039999999999999925
2988,0.99,0.76,4,204,2,0,0,0,sales,medium,-0.22999999999999998
2989,0.44,0.9,4,117,3,0,0,0,sales,medium,0.46
2990,0.74,0.48,5,144,3,0,0,0,sales,medium,-0.26
2991,0.9,0.77,3,156,3,0,0,0,sales,medium,-0.13
2992,0.86,0.58,4,211,4,0,0,0,sales,medium,-0.28
2993,0.66,0.52,3,149,4,1,0,0,sales,medium,-0.14
2994,0.64,0.96,4,152,5,0,0,0,sales,medium,0.31999999999999995
2995,0.5,0.59,4,192,2,0,0,0,sales,medium,0.08999999999999997
2996,0.88,0.68,4,274,4,0,0,0,sales,medium,-0.19999999999999996
2998,0.53,0.53,4,205,3,0,0,0,sales,low,0.0
2999,0.83,0.77,3,228,3,0,0,0,sales,medium,-0.05999999999999994
3000,0.24,0.52,4,228,5,0,0,0,sales,medium,0.28
3001,0.66,0.75,5,227,3,1,0,0,sales,medium,0.08999999999999997
3002,0.43,0.63,3,156,3,0,0,0,sales,medium,0.2
3003,0.75,0.66,5,177,2,0,0,0,sales,low,-0.08999999999999997
3004,0.42,0.89,6,188,5,1,0,0,sales,low,0.47000000000000003
3005,0.54,0.74,3,185,4,0,0,0,sales,low,0.19999999999999996
3006,0.84,0.85,3,153,4,0,0,0,accounting,low,0.010000000000000009
3007,0.95,0.79,4,174,3,0,0,0,accounting,low,-0.15999999999999992
3008,0.6,0.61,4,209,3,0,0,0,accounting,low,0.010000000000000009
3009,0.95,0.71,3,251,2,1,0,0,hr,low,-0.24
3010,0.62,0.89,3,153,3,1,0,0,hr,low,0.27
3011,0.89,0.73,3,210,2,0,0,0,hr,low,-0.16000000000000003
3012,0.73,0.93,5,167,3,0,0,0,hr,low,0.20000000000000007
3013,0.86,0.94,3,151,2,0,0,0,technical,low,0.07999999999999996
3014,0.76,0.73,3,158,2,0,0,0,technical,low,-0.030000000000000027
3015,0.91,0.76,3,116,5,0,0,0,technical,low,-0.15000000000000002
3016,1.0,0.81,5,178,2,0,0,0,technical,low,-0.18999999999999995
3017,0.98,0.78,4,155,3,1,0,0,technical,low,-0.19999999999999996
3018,0.65,0.89,3,151,2,0,0,0,technical,low,0.24
3019,0.62,0.79,4,216,2,1,0,0,technical,low,0.17000000000000004
3020,0.83,0.82,5,179,3,0,0,0,technical,low,-0.010000000000000009
3021,0.75,1.0,4,135,4,0,0,0,technical,low,0.25
3022,0.82,0.63,4,232,4,0,0,0,technical,low,-0.18999999999999995
3023,0.69,0.68,4,168,3,0,0,0,technical,low,-0.009999999999999898
3024,0.41,0.96,6,171,5,1,0,0,support,medium,0.55
3025,0.52,0.64,5,258,2,0,0,0,support,medium,0.12
3026,0.74,0.86,3,221,2,0,0,0,support,medium,0.12
3027,0.33,0.96,5,97,3,0,0,0,support,medium,0.6299999999999999
3028,0.8,0.69,3,164,3,0,0,0,support,medium,-0.1100000000000001
3029,0.82,0.89,4,237,3,0,0,0,support,medium,0.07000000000000006
3030,0.59,0.65,5,161,2,0,0,0,support,medium,0.06000000000000005
3031,0.98,0.8,4,134,2,1,0,0,support,medium,-0.17999999999999994
3032,0.93,0.94,4,188,3,0,0,0,support,medium,0.009999999999999898
3033,0.49,0.95,4,181,3,0,0,0,support,medium,0.45999999999999996
3034,0.6,0.94,4,160,2,0,0,0,support,medium,0.33999999999999997
3035,0.34,0.82,6,197,5,1,0,0,technical,medium,0.4799999999999999
3036,0.71,0.77,3,145,3,0,0,0,technical,high,0.06000000000000005
3037,0.6,0.64,5,221,2,0,0,0,technical,low,0.040000000000000036
3038,0.12,0.78,6,260,5,0,0,0,management,medium,0.66
3039,0.16,0.87,3,99,5,1,0,0,IT,medium,0.71
3040,0.57,0.61,3,243,3,0,0,0,IT,medium,0.040000000000000036
3041,0.72,0.8,5,244,3,0,0,0,IT,medium,0.08000000000000007
3042,0.91,0.55,4,179,4,0,0,0,IT,low,-0.36
3044,0.71,0.9,3,262,2,1,0,0,product_mng,low,0.19000000000000006
3045,0.9,0.69,4,174,2,0,0,0,product_mng,low,-0.21000000000000008
3046,0.66,0.81,4,148,4,0,0,0,product_mng,low,0.15000000000000002
3047,0.48,0.59,5,235,3,0,0,0,product_mng,low,0.10999999999999999
3048,0.82,0.82,5,285,2,1,0,0,IT,low,0.0
3049,0.83,0.79,4,143,3,0,0,0,RandD,low,-0.039999999999999925
3050,0.85,0.82,6,141,5,0,0,0,RandD,low,-0.030000000000000027
3051,0.84,0.47,3,125,4,0,0,0,RandD,low,-0.37
3052,0.99,0.51,4,232,3,0,0,0,RandD,low,-0.48
3053,0.54,0.72,3,172,2,0,0,0,RandD,low,0.17999999999999994
3054,0.64,0.42,5,283,5,0,0,0,marketing,low,-0.22000000000000003
3055,0.67,0.68,3,189,3,0,0,0,sales,low,0.010000000000000009
3056,0.48,0.54,2,144,3,0,0,0,accounting,low,0.06000000000000005
3057,0.58,0.77,4,145,3,1,0,0,support,low,0.19000000000000006
3058,0.54,0.59,3,200,3,0,0,0,technical,low,0.04999999999999993
3059,0.25,0.65,3,264,4,0,0,0,management,low,0.4
3060,0.9,0.53,3,215,3,0,0,0,marketing,low,-0.37
3061,0.48,0.39,4,272,3,0,0,0,marketing,low,-0.08999999999999997
3062,0.76,0.9,5,142,3,0,0,0,marketing,low,0.14
3063,0.72,0.53,5,240,2,0,0,0,sales,medium,-0.18999999999999995
3064,0.95,0.66,4,168,2,0,0,0,sales,medium,-0.2899999999999999
3065,0.73,0.55,4,171,4,0,0,0,sales,medium,-0.17999999999999994
3066,0.93,0.7,3,159,2,0,0,0,sales,medium,-0.2300000000000001
3067,0.89,0.61,3,175,4,0,0,0,sales,medium,-0.28
3068,0.7,0.97,4,244,3,0,0,0,sales,medium,0.27
3069,0.98,0.57,3,198,3,0,0,0,sales,medium,-0.41000000000000003
3070,0.72,0.65,5,151,3,0,0,0,sales,medium,-0.06999999999999995
3071,0.49,0.69,2,188,4,0,0,0,sales,medium,0.19999999999999996
3072,0.15,0.85,3,199,2,0,0,0,sales,medium,0.7
3073,0.57,0.96,4,257,3,0,0,0,sales,medium,0.39
3074,0.21,0.81,4,144,4,0,0,0,sales,medium,0.6000000000000001
3075,0.46,0.57,4,275,3,0,0,0,sales,high,0.10999999999999993
3076,0.56,0.52,3,243,3,0,0,0,sales,low,-0.040000000000000036
3077,0.81,0.66,3,181,2,1,0,0,sales,medium,-0.15000000000000002
3078,0.93,0.59,5,172,3,0,0,0,sales,medium,-0.3400000000000001
3079,0.82,0.97,3,244,5,0,0,0,sales,medium,0.15000000000000002
3080,0.76,0.51,4,242,3,0,0,0,sales,medium,-0.25
3081,0.97,0.81,3,249,2,0,0,0,sales,low,-0.15999999999999992
3082,0.38,0.81,5,128,3,1,0,0,accounting,low,0.43000000000000005
3083,0.46,0.49,3,213,3,0,0,0,accounting,low,0.02999999999999997
3084,0.34,0.57,4,152,3,1,0,0,accounting,low,0.22999999999999993
3085,0.63,0.76,4,245,3,0,0,0,hr,low,0.13
3086,0.57,0.56,4,113,3,0,0,0,hr,low,-0.009999999999999898
3087,0.17,0.76,4,280,5,0,0,0,hr,low,0.59
3088,0.74,0.67,3,273,3,1,0,0,hr,low,-0.06999999999999995
3089,0.59,0.56,4,221,3,1,0,0,technical,low,-0.029999999999999916
3090,0.49,0.61,5,133,3,0,0,0,technical,low,0.12
3091,0.49,0.58,3,136,4,1,0,0,technical,low,0.08999999999999997
3092,0.61,0.71,4,243,3,1,0,0,technical,low,0.09999999999999998
3093,0.81,0.79,5,135,3,0,0,0,technical,low,-0.020000000000000018
3094,0.74,0.63,3,231,3,0,0,0,technical,low,-0.10999999999999999
3095,0.91,0.98,3,259,4,0,0,0,technical,low,0.06999999999999995
3096,0.71,0.66,3,238,2,0,0,0,technical,low,-0.04999999999999993
3097,0.73,0.71,3,210,3,0,0,0,technical,low,-0.020000000000000018
3099,0.6,0.56,2,203,4,0,0,0,technical,low,-0.039999999999999925
3100,0.73,0.88,4,148,2,0,0,0,support,low,0.15000000000000002
3101,0.8,0.54,4,258,3,0,0,0,support,low,-0.26
3102,0.97,0.5,3,225,2,0,0,0,support,medium,-0.47
3103,0.99,0.75,4,208,2,0,0,0,support,medium,-0.24
3104,0.96,0.82,4,274,3,0,0,0,support,medium,-0.14
3106,0.45,0.39,2,167,3,0,0,0,support,medium,-0.06
3107,0.74,0.96,4,154,4,0,0,0,support,medium,0.21999999999999997
3108,0.6,0.98,4,195,3,0,0,0,support,medium,0.38
3109,0.67,0.56,3,237,4,0,0,0,support,medium,-0.10999999999999999
3110,0.57,0.99,4,222,2,0,0,0,support,medium,0.42000000000000004
3111,0.87,0.71,5,145,4,0,0,0,technical,medium,-0.16000000000000003
3112,0.25,0.83,3,257,5,1,0,0,technical,medium,0.58
3113,0.98,0.84,3,286,4,0,0,0,technical,medium,-0.14
3114,0.3,0.64,2,137,3,0,0,0,management,high,0.34
3115,0.21,0.52,5,130,2,0,0,0,IT,low,0.31000000000000005
3116,0.56,0.7,3,214,2,0,0,0,IT,medium,0.1399999999999999
3117,0.75,0.96,3,138,2,0,0,0,IT,medium,0.20999999999999996
3118,0.5,0.77,3,166,3,0,0,0,IT,medium,0.27
3119,0.61,0.92,4,159,5,0,0,0,IT,medium,0.31000000000000005
3120,0.83,0.59,5,160,4,0,0,0,product_mng,low,-0.24
3121,0.66,0.76,3,155,4,1,0,0,product_mng,low,0.09999999999999998
3122,0.84,0.68,3,231,3,0,0,0,product_mng,low,-0.15999999999999992
3123,0.87,0.57,4,227,3,0,0,0,product_mng,low,-0.30000000000000004
3124,0.48,0.37,3,181,2,0,0,0,IT,low,-0.10999999999999999
3125,0.84,0.79,4,222,3,0,0,0,RandD,low,-0.04999999999999993
3126,0.49,0.71,3,196,3,0,0,0,RandD,low,0.21999999999999997
3127,0.67,0.93,3,206,3,0,0,0,RandD,low,0.26
3129,0.99,0.67,5,153,2,0,0,0,RandD,low,-0.31999999999999995
3130,0.17,0.59,5,250,5,0,0,0,marketing,low,0.41999999999999993
3131,0.58,0.66,3,250,5,0,0,0,sales,low,0.08000000000000007
3132,0.5,0.73,3,148,3,0,0,0,accounting,low,0.22999999999999998
3133,0.35,0.69,3,141,2,1,0,0,support,low,0.33999999999999997
3134,0.93,0.95,6,147,3,0,0,0,technical,low,0.019999999999999907
3135,0.73,0.87,3,142,3,0,0,0,management,low,0.14
3136,0.91,0.54,3,210,2,0,0,0,marketing,low,-0.37
3137,0.72,0.66,3,152,2,0,0,0,marketing,low,-0.05999999999999994
3138,0.51,0.39,3,149,3,0,0,0,marketing,low,-0.12
3139,0.55,0.92,3,198,3,0,0,0,sales,low,0.37
3140,0.66,0.76,3,139,5,0,0,0,sales,low,0.09999999999999998
3142,0.81,0.8,4,229,2,0,0,0,sales,medium,-0.010000000000000009
3143,0.81,0.69,5,134,2,0,0,0,sales,medium,-0.1200000000000001
3144,0.5,0.75,5,255,3,0,0,0,sales,medium,0.25
3145,0.78,0.68,5,189,3,0,0,0,sales,medium,-0.09999999999999998
3146,0.76,0.74,3,183,3,0,0,0,sales,medium,-0.020000000000000018
3147,0.49,0.71,3,154,2,0,0,0,sales,medium,0.21999999999999997
3148,0.99,0.61,3,167,3,0,0,0,sales,medium,-0.38
3149,0.73,0.48,4,139,5,0,0,0,sales,medium,-0.25
3150,0.88,0.74,5,245,2,0,0,0,sales,medium,-0.14
3151,0.79,0.91,4,200,3,0,0,0,sales,medium,0.12
3152,0.83,0.98,3,159,2,0,0,0,sales,medium,0.15000000000000002
3154,0.87,0.52,3,158,2,1,0,0,sales,low,-0.35
3155,1.0,0.89,3,194,3,0,0,0,sales,medium,-0.10999999999999999
3156,0.49,0.98,3,267,3,1,0,0,sales,medium,0.49
3157,0.51,0.63,3,183,2,0,0,0,sales,medium,0.12
3158,0.63,0.64,3,174,2,0,0,0,accounting,medium,0.010000000000000009
3159,0.91,0.63,4,240,3,0,0,0,accounting,low,-0.28
3160,0.54,0.5,2,123,4,1,0,0,accounting,low,-0.040000000000000036
3161,1.0,0.59,4,174,3,0,0,0,hr,low,-0.41000000000000003
3162,0.64,0.91,5,246,3,0,0,0,hr,low,0.27
3163,0.65,0.96,5,173,2,0,0,0,hr,low,0.30999999999999994
3164,0.15,0.93,4,185,5,0,0,0,hr,low,0.78
3165,0.81,0.83,4,259,3,1,0,0,technical,low,0.019999999999999907
3166,0.61,0.83,3,112,4,1,0,0,technical,low,0.21999999999999997
3167,0.86,0.55,5,219,2,0,0,0,technical,medium,-0.30999999999999994
3168,0.71,0.62,3,258,2,0,0,0,technical,medium,-0.08999999999999997
3169,0.72,0.82,5,287,3,0,0,0,technical,medium,0.09999999999999998
3170,0.84,0.37,5,186,2,0,0,0,technical,medium,-0.47
3171,0.38,0.74,3,159,4,0,0,0,technical,medium,0.36
3172,0.75,0.56,4,230,3,0,0,0,technical,medium,-0.18999999999999995
3173,0.93,0.77,5,106,5,0,0,0,technical,medium,-0.16000000000000003
3174,0.71,0.64,4,189,3,0,0,0,technical,medium,-0.06999999999999995
3175,0.75,0.96,3,252,3,0,0,0,technical,medium,0.20999999999999996
3176,0.56,0.68,4,220,2,0,0,0,support,medium,0.12
3177,0.57,0.82,5,218,3,0,0,0,support,medium,0.25
3178,0.63,0.83,4,145,4,0,0,0,support,medium,0.19999999999999996
3179,0.59,0.91,4,142,3,1,0,0,support,medium,0.32000000000000006
3180,0.77,0.62,3,218,2,0,0,0,support,medium,-0.15000000000000002
3181,0.65,0.7,4,157,4,0,0,0,support,medium,0.04999999999999993
3182,0.84,0.49,4,178,3,0,0,0,support,medium,-0.35
3184,0.6,0.83,3,230,3,0,0,0,support,medium,0.22999999999999998
3185,0.9,0.74,5,249,3,0,0,0,support,medium,-0.16000000000000003
3186,0.94,0.7,5,147,2,0,0,0,support,medium,-0.24
3187,0.56,0.9,4,115,3,0,0,0,technical,medium,0.33999999999999997
3188,0.95,0.86,5,143,3,0,0,0,technical,medium,-0.08999999999999997
3189,0.97,0.85,4,219,3,0,0,0,technical,medium,-0.12
3190,0.55,0.63,4,218,2,0,0,0,management,medium,0.07999999999999996
3191,0.79,0.6,5,235,2,0,0,0,IT,medium,-0.19000000000000006
3192,0.49,0.76,5,237,3,0,0,0,IT,high,0.27
3193,0.49,0.58,5,186,2,0,0,0,IT,high,0.08999999999999997
3194,0.57,0.65,5,177,2,0,0,0,IT,high,0.08000000000000007
3195,0.89,0.81,4,228,4,0,0,0,IT,high,-0.07999999999999996
3196,0.66,0.59,3,204,3,0,0,0,product_mng,high,-0.07000000000000006
3197,0.94,0.77,5,210,3,0,0,0,product_mng,high,-0.16999999999999993
3198,0.98,0.95,4,250,2,1,0,0,product_mng,high,-0.030000000000000027
3200,0.57,0.73,3,146,3,0,0,0,IT,high,0.16000000000000003
3201,0.67,0.55,3,217,2,0,0,0,RandD,high,-0.12
3203,0.48,0.95,3,184,2,0,0,0,RandD,high,0.47
3204,0.61,0.97,3,148,3,0,0,0,RandD,low,0.36
3205,0.23,0.52,5,236,4,0,0,0,RandD,low,0.29000000000000004
3206,0.4,0.38,3,280,2,0,0,0,marketing,low,-0.020000000000000018
3207,0.57,0.6,3,218,3,0,0,0,sales,low,0.030000000000000027
3208,0.95,0.98,5,155,3,0,0,0,accounting,low,0.030000000000000027
3209,0.93,0.66,4,242,4,0,0,0,support,low,-0.27
3210,0.7,0.88,3,166,5,0,0,0,technical,low,0.18000000000000005
3211,0.58,0.9,4,175,3,1,0,0,management,low,0.32000000000000006
3212,0.52,0.95,5,234,3,0,0,0,marketing,low,0.42999999999999994
3213,0.98,0.88,5,232,3,0,0,0,marketing,low,-0.09999999999999998
